Id	Word
2084	Reservation
2085	Reserve
2086	Resident
2087	Resist
2088	Resolve
2089	Resort
2090	Resource
2091	Respect
2092	Respond
2093	Response
2094	Responsibility
2095	Responsible
2096	Restaurant
2097	Result
2098	Retain
2099	Retire
2100	Retired
2101	Return
2102	Reveal
2103	Review
2104	Revise
2105	Revolution
2106	Reward
2107	Rhythm
2108	Rice
2109	Rich
2110	Rid
2111	Ride
2112	Right
2113	Rise
2114	Risk
2115	River
2116	Road
2117	Robot
2118	Role
2119	Roll
2120	Romantic
2121	Roof
2122	Room
2123	Root
2124	Rope
2125	Rough
2126	Round
2127	Route
2128	Routine
2129	Royal
2130	Rub
2131	Rubber
2132	Rubbish
2133	Rude
2134	Rugby
2135	Rule
2136	Run
2137	Runner
2138	Running
2139	Rural
2140	Rush
2141	Sad
2142	Sadly
2143	Safe
2144	Safety
2145	Sail
2146	Sailing
2147	Sailor
2148	Salad
2149	Salary
2150	Sale
2151	Salt
2152	Same
2153	Sample
2154	Sand
2155	Sandwich
2156	Satellite
2157	Satisfy
2158	Saturday
2159	Sauce
2160	Save
2161	Saving
2162	Say
2163	Scale
2164	Scan
2165	Scared
2166	Scary
2167	Scene
2168	Schedule
2169	Scheme
2170	School
2171	Science
2172	Scientist
2173	Score
2174	Scream
2175	Screen
2176	Script
2177	Sculpture
2178	Sea
2179	Search
2180	Season
2181	Seat
2182	Secondary
2183	Secondly
2184	Secret
2185	Secretary
2186	Section
2187	Sector
2188	Secure
2189	Security
2190	See
2191	Seed
2192	Seek
2193	Seem
2194	Select
2195	Selection
2196	Self
2197	Sell
2198	Send
2199	Senior
2200	Sense
2201	Sensible
2202	Sensitive
2203	Sentence
2204	Separate
2205	September
2206	Sequence
2207	Series
2208	Serious
2209	Seriously
2210	Servant
2211	Serve
2212	Service
2213	Session
2214	Setting
2215	Settle
2216	Seven
2217	Seventeen
2218	Seventy
2219	Several
2220	Severe
2221	Sex
2222	Sexual
2223	Shade
2224	Shadow
2225	Shake
2226	Shallow
2227	Shame
2228	Shape
2229	Share
2230	Sharp
2231	She
2232	Sheep
2233	Sheet
2234	Shelf
2235	Shell
2236	Shelter
2237	Shift
2238	Shine
2239	Shiny
2240	Ship
2241	Shirt
2242	Shock
2243	Shocked
2244	Shoe
2245	Shoot
2246	Shooting
2247	Shop
2248	Shopping
2249	Short
2250	Shot
2251	Shoulder
2252	Shout
2253	Show
2254	Shower
2255	Shut
2256	Shy
2257	Sick
2258	Side
2259	Sight
2260	Sign
2261	Signal
2262	Silence
2263	Silent
2264	Silk
2265	Silly
2266	Silver
2267	Similar
2268	Similarity
2269	Similarly
2270	Simple
2271	Simply
2272	Since
2273	Sincere
2274	Sing
2275	Singer
2276	Singing
2277	Single
2278	Sink
2279	Sir
2280	Sister
2281	Sit
2282	Site
2283	Situation
2284	Six
2285	Sixteen
2286	Sixty
2287	Size
2288	Ski
2289	Skiing
2290	Skill
2291	Skin
2292	Skirt
2293	Sky
2294	Slave
2295	Sleep
2296	Slice
2297	Slide
2298	Slight
2299	Slightly
2300	Slip
2301	Slope
2302	Slow
2303	Slowly
2304	Small
2305	Smart
2306	Smartphone
2307	Smell
2308	Smile
2309	Smoke
2310	Smoking
2311	Smooth
2312	Snake
2313	Snow
2314	So
2315	Soap
2316	Soccer
2317	Social
2318	Society
2319	Sock
2320	Soft
2321	Software
2322	Soil
2323	Solar
2324	Soldier
2325	Solid
2326	Solution
2327	Solve
2328	Some
2329	Somebody
2330	Someone
2331	Something
2332	Sometimes
2333	Somewhat
2334	Somewhere
2335	Son
2336	Song
2337	Soon
2338	Sorry
2339	Sort
2340	Soul
2341	Sound
2342	Soup
2343	Source
2344	South
2345	Southern
2346	Space
2347	Speak
2348	Speaker
2349	Special
2350	Specialist
2351	Species
2352	Speech
2353	Speed
2354	Spell
2355	Spelling
2356	Spend
2357	Spending
2358	Spicy
2359	Spider
2360	Spirit
2361	Spiritual
2362	Split
2363	Spoken
2364	Sponsor
2365	Spoon
2366	Sport
2367	Spot
2368	Spread
2369	Spring
2370	Square
2371	Stable
2372	Stadium
2373	Stage
2374	Stair
2375	Stamp
2376	Stand
2377	Standard
2378	Star
2379	Stare
2380	Start
2381	State
2382	Statement
2383	Station
2384	Statistic
2385	Statue
2386	Status
2387	Stay
2388	Steady
2389	Steal
2390	Steel
2391	Steep
2392	Step
2393	Sticky
2394	Still
2395	Stock
2396	Stomach
2397	Stone
2398	Stop
2399	Store
2400	Storm
2401	Story
2402	Straight
2403	Strange
2404	Stranger
2405	Strategy
2406	Stream
2407	Street
2408	Strength
2409	Stress
2410	Stretch
2411	Strict
2412	Strike
2413	String
2414	Strong
2415	Strongly
2416	Structure
2417	Struggle
2418	Student
2419	Studio
2420	Study
2421	Stupid
2422	Style
2423	Subject
2424	Submit
2425	Substance
2426	Succeed
2427	Success
2428	Successful
2429	Successfully
2430	Such
2431	Sudden
2432	Suddenly
2433	Sugar
2434	Suggest
2435	Suggestion
2436	Suit
2437	Suitable
2438	Sum
2439	Summarize
2440	Summary
2441	Summer
2442	Sun
2443	Sunday
2444	Supermarket
2445	Supply
2446	Support
2447	Supporter
2448	Suppose
2449	Sure
2450	Surely
2451	Surface
2452	Surgery
2453	Surprise
2454	Surprised
2455	Surprising
2456	Surround
2457	Surrounding
2458	Survey
2459	Survive
2460	Suspect
2461	Swear
2462	Sweater
2463	Sweep
2464	Sweet
2465	Swim
2466	Swimming
2467	Switch
2468	Symbol
2469	Sympathy
2470	Symptom
2471	System
2472	Table
2473	Tablet
2474	Tail
2475	Take
2476	Tale
2477	Talent
2478	Talented
2479	Talk
2480	Tall
2481	Tank
2482	Tape
2483	Target
2484	Task
2485	Taste
2486	Tax
2487	Taxi
2488	Tea
2489	Teach
2490	Teacher
2491	Teaching
2492	Team
2493	Technical
2494	Technique
2495	Technology
2496	Teenage
2497	Teenager
2498	Telephone
2499	Television
2500	Tell
2501	Temperature
2502	Temporary
2503	Ten
2504	Tend
2505	Tennis
2506	Tent
2507	Term
2508	Terrible
2509	Test
2510	Text
2511	Than
2512	Thank
2513	Thanks
2514	That
2515	Theatre
2516	Their
2517	Theirs
2518	Them
2519	Theme
2520	Themselves
2521	Then
2522	Theory
2523	Therapy
2524	There
2525	Therefore
2526	They
2527	Thick
2528	Thief
2529	Thin
2530	Thing
2531	Think
2532	Thinking
2533	Third
2534	Thirsty
2535	Thirteen
2536	Thirty
2537	This
2538	Though
2539	Thought
2540	Thousand
2541	Threat
2542	Threaten
2543	Three
2544	Throat
2545	Through
2546	Throughout
2547	Throw
2548	Thursday
2549	Thus
2550	Ticket
2551	Tidy
2552	Tie
2553	Tight
2554	Till
2555	Time
2556	Tin
2557	Tiny
2558	Tip
2559	Tired
2560	Title
2561	To
2562	Today
2563	Toe
2564	Together
2565	Toilet
2566	Tomato
2567	Tomorrow
2568	Tone
2569	Tongue
2570	Tonight
2571	Too
2572	Tool
2573	Tooth
2574	Top
2575	Topic
2576	Total
2577	Totally
2578	Touch
2579	Tough
2580	Tour
2581	Tourism
2582	Tourist
2583	Towards
2584	Towel
2585	Tower
2586	Town
2587	Toy
2588	Track
2589	Trade
2590	Tradition
2591	Traditional
2592	Train
2593	Trainer
2594	Training
2595	Transfer
2596	Transform
2597	Transition
2598	Translate
2599	Translation
2600	Transport
2601	Travel
2602	Traveller
2603	Treat
2604	Treatment
2605	Tree
2606	Trend
2607	Trial
2608	Trick
2609	Trip
2610	Tropical
2611	Trouble
2612	Trousers
2613	Truck
2614	True
2615	Truly
2616	Trust
2617	Truth
2618	Try
2619	T-shirt
2620	Tube
2621	Tuesday
2622	Tune
2623	Tunnel
2624	Turn
2625	Tv
2626	Twelve
2627	Twenty
2628	Twice
2629	Twin
2630	Two
2631	Type
2632	Typical
2633	Typically
2634	Tyre
2635	Ugly
2636	Ultimately
2637	Umbrella
2638	Unable
2639	Uncle
2640	Uncomfortable
2641	Unconscious
2642	Under
2643	Underground
2644	Understand
2645	Understanding
2646	Underwear
2647	Unemployed
2648	Unemployment
2649	Unexpected
2650	Unfair
2651	Unfortunately
2652	Unhappy
2653	Uniform
2654	Union
2655	Unique
2656	Unit
2657	United
2658	Universe
2659	University
2660	Unknown
2661	Unless
2662	Unlike
2663	Unlikely
2664	Unnecessary
2665	Unpleasant
2666	Until
2667	Unusual
2668	Up
2669	Update
2670	Upon
2671	Upper
2672	Upset
2673	Upstairs
2674	Upwards
2675	Urban
2676	Urge
2677	Us
2678	Use
2679	Useful
2680	User
2681	Usual
2682	Usually
2683	Vacation
2684	Valley
2685	Valuable
2686	Value
2687	Van
2688	Variety
2689	Various
2690	Vary
2691	Vast
2692	Vegetable
2693	Vehicle
2694	Venue
2695	Version
2696	Very
2697	Via
2698	Victim
2699	Victory
2700	Video
2701	View
2702	Viewer
2703	Village
2704	Violence
2705	Violent
2706	Virtual
2707	Virus
2708	Vision
2709	Visit
2710	Visitor
2711	Visual
2712	Vital
2713	Vitamin
2714	Voice
2715	Volume
2716	Volunteer
2717	Vote
2718	Wage
2719	Wait
2720	Waiter
2721	Wake
2722	Walk
2723	Wall
2724	Want
2725	War
2726	Warm
2727	Warn
2728	Warning
2729	Wash
2730	Washing
2731	Waste
2732	Watch
2733	Water
2734	Wave
2735	Way
2736	We
2737	Weak
2738	Weakness
2739	Wealth
2740	Wealthy
2741	Weapon
2742	Wear
2743	Weather
2744	Web
2745	Website
2746	Wedding
2747	Wednesday
2748	Week
2749	Weekend
2750	Weigh
2751	Weight
2752	Welcome
2753	Well
2754	West
2755	Western
2756	Wet
2757	What
2758	Whate
2759	Wheel
2760	When
2761	Whenever
2762	Where
2763	Whereas
2764	Wherever
2765	Whether
2766	Which
2767	While
2768	Whisper
2769	White
2770	Who
2771	Whole
2772	Whom
2773	Whose
2774	Why
2775	Wide
2776	Widely
2777	Wife
2778	Wild
2779	Wildlife
2780	Will
2781	Willing
2782	Win
2783	Window
2784	Wine
2785	Wing
2786	Winner
2787	Winter
2788	Wire
2789	Wise
2790	Wish
2791	With
2792	Within
2793	Without
2794	Witness
2795	Woman
2796	Wonder
2797	Wonderful
2798	Wood
2799	Wooden
2800	Wool
2801	Word
2802	Work
2803	Worker
2804	Working
2805	World
2806	Worldwide
2807	Worried
2808	Worry
2809	Worse
2810	Worst
2811	Worth
2812	Wound
2813	Wow
2814	Wrap
2815	Write
2816	Writer
2817	Writing
2818	Written
2819	Wrong
2820	Yard
2821	Yeah
2822	Year
2823	Yellow
2824	Yes
2825	Yesterday
2826	Yet
2827	You
2828	Young
2829	Your
2830	Yours
2831	Yourself
2832	Youth
2833	Zero
2834	Zone
